,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
35,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,Bologna
36,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Venezia,,,,,,,,Head-to-Head,,Bologna
37,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,Bologna
38,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Genoa,,,,,,,,Head-to-Head,,Bologna
1,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Home,L,1.0,3.0,Lazio,1.3,1.3,46.0,3655.0,Simone Romagnoli,4-4-2◆,Simone Sozza,Match Report,,Empoli
2,2021-08-28,20:45,Serie A,Matchweek 2,Sat,Away,W,1.0,0.0,Juventus,0.8,1.5,46.0,17584.0,Leonardo Mancuso,4-4-2◆,Davide Ghersini,Match Report,,Empoli
3,2021-09-11,15:00,Serie A,Matchweek 3,Sat,Home,L,1.0,2.0,Venezia,1.9,1.7,69.0,2511.0,Leonardo Mancuso,4-4-2◆,Antonio Rapuano,Match Report,,Empoli
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Home,L,0.0,3.0,Sampdoria,1.6,1.8,53.0,3064.0,Leonardo Mancuso,4-4-2◆,Maurizio Mariani,Match Report,,Empoli
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,W,2.0,0.0,Cagliari,1.1,1.1,51.0,7226.0,Simone Romagnoli,4-4-2◆,Marco Di Bello,Match Report,,Empoli
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Home,W,4.0,2.0,Bologna,1.8,2.5,37.0,5022.0,Simone Romagnoli,4-4-2◆,Piero Giacomelli,Match Report,,Empoli
7,2021-10-03,18:00,Serie A,Matchweek 7,Sun,Away,L,0.0,2.0,Roma,0.6,1.3,36.0,31946.0,Simone Romagnoli,4-4-2◆,Giovanni Ayroldi,Match Report,,Empoli
8,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Home,L,1.0,4.0,Atalanta,0.7,4.2,48.0,6214.0,Simone Romagnoli,4-3-3,Marco Serra,Match Report,,Empoli
9,2021-10-23,15:00,Serie A,Matchweek 9,Sat,Away,W,4.0,2.0,Salernitana,2.2,1.0,41.0,11142.0,Filippo Bandinelli,4-4-2◆,Daniele Doveri,Match Report,,Empoli
10,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Home,L,0.0,2.0,Inter,0.6,2.0,31.0,9335.0,Filippo Bandinelli,4-4-2◆,Daniele Chiffi,Match Report,,Empoli
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,W,2.0,1.0,Sassuolo,1.5,0.9,43.0,3539.0,Filippo Bandinelli,4-4-2◆,Luca Massimi,Match Report,,Empoli
12,2021-11-05,20:45,Serie A,Matchweek 12,Fri,Home,D,2.0,2.0,Genoa,0.8,1.7,53.0,5631.0,Filippo Bandinelli,4-4-2◆,Luca Pairetto,Match Report,,Empoli
13,2021-11-22,18:30,Serie A,Matchweek 13,Mon,Away,L,1.0,2.0,Hellas Verona,1.6,1.3,44.0,13797.0,Simone Romagnoli,4-4-2◆,Matteo Gariglio,Match Report,,Empoli
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,2.0,1.0,Fiorentina,1.9,2.4,51.0,7878.0,Lorenzo Tonelli,4-4-2◆,Juan Sacchi,Match Report,,Empoli
15,2021-12-02,18:30,Serie A,Matchweek 15,Thu,Away,D,2.0,2.0,Torino,0.9,0.9,59.0,7002.0,Simone Romagnoli,4-4-2◆,Andrea Colombo,Match Report,,Empoli
16,2021-12-06,18:30,Serie A,Matchweek 16,Mon,Home,W,3.0,1.0,Udinese,2.4,2.1,57.0,4808.0,Lorenzo Tonelli,4-4-2◆,Daniele Paterna,Match Report,,Empoli
17,2021-12-12,18:00,Serie A,Matchweek 17,Sun,Away,W,1.0,0.0,Napoli,0.7,1.7,40.0,20000.0,Leo Štulac,4-4-2◆,Livio Marinelli,Match Report,,Empoli
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Away,D,1.0,1.0,Spezia,1.8,0.6,66.0,5414.0,Filippo Bandinelli,4-4-2◆,Manuel Volpi,Match Report,,Empoli
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Home,L,2.0,4.0,Milan,1.7,1.4,56.0,10596.0,Simone Romagnoli,4-4-2◆,Marco Di Bello,Match Report,,Empoli
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Away,D,3.0,3.0,Lazio,2.0,2.5,38.0,23000.0,Andrea La Mantia,4-4-2◆,Antonio Giua,Match Report,,Empoli
22,2022-01-09,14:30,Serie A,Matchweek 21,Sun,Home,L,1.0,5.0,Sassuolo,1.4,4.1,45.0,4081.0,Leo Štulac,4-4-2◆,Manuel Volpi,Match Report,,Empoli
23,2022-01-16,15:00,Serie A,Matchweek 22,Sun,Away,D,1.0,1.0,Venezia,1.6,1.1,50.0,3805.0,Filippo Bandinelli,4-3-2-1,Piero Giacomelli,Match Report,,Empoli
25,2022-01-23,18:00,Serie A,Matchweek 23,Sun,Home,L,2.0,4.0,Roma,0.9,3.0,58.0,4920.0,Filippo Bandinelli,4-3-2-1,Michael Fabbri,Match Report,,Empoli
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Away,D,0.0,0.0,Bologna,1.6,0.7,41.0,10349.0,Simone Romagnoli,4-3-2-1,Cosso Cosso,Match Report,,Empoli
27,2022-02-13,15:00,Serie A,Matchweek 25,Sun,Home,D,1.0,1.0,Cagliari,1.0,1.0,45.0,4787.0,Simone Romagnoli,4-4-2◆,Federico Dionisi,Match Report,,Empoli
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Away,L,0.0,2.0,Sampdoria,0.8,0.5,58.0,9069.0,Simone Romagnoli,4-4-2◆,Antonio Rapuano,Match Report,,Empoli
29,2022-02-26,18:00,Serie A,Matchweek 27,Sat,Home,L,2.0,3.0,Juventus,1.3,2.1,53.0,11890.0,Filippo Bandinelli,4-4-2◆,Fabio Maresca,Match Report,,Empoli
30,2022-03-06,12:30,Serie A,Matchweek 28,Sun,Away,D,0.0,0.0,Genoa,0.3,1.1,48.0,14935.0,Simone Romagnoli,4-3-3,Gianluca Aureliano,Match Report,,Empoli
31,2022-03-12,20:45,Serie A,Matchweek 29,Sat,Away,L,0.0,1.0,Milan,0.2,0.7,48.0,48801.0,Simone Romagnoli,4-3-2-1,Daniele Chiffi,Match Report,,Empoli
32,2022-03-20,15:00,Serie A,Matchweek 30,Sun,Home,D,1.0,1.0,Hellas Verona,1.0,1.3,38.0,5445.0,Simone Romagnoli,4-4-2◆,Matteo Marcenaro,Match Report,,Empoli
33,2022-04-03,12:30,Serie A,Matchweek 31,Sun,Away,L,0.0,1.0,Fiorentina,0.1,1.5,39.0,,Filippo Bandinelli,4-4-2◆,Luca Massimi,Match Report,,Empoli
34,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Home,D,0.0,0.0,Spezia,1.0,0.7,57.0,,Simone Romagnoli,4-4-2◆,Giovanni Ayroldi,Match Report,,Empoli
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Away,L,1.0,4.0,Udinese,1.7,1.2,61.0,,Andrea La Mantia,4-4-2◆,Matteo Marchetti,Match Report,,Empoli
36,2022-04-24,15:00,Serie A,Matchweek 34,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,Empoli
37,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,Empoli
38,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,Empoli
39,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,Empoli
40,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,Empoli
1,2021-08-23,18:30,Serie A,Matchweek 1,Mon,Away,D,2.0,2.0,Cagliari,0.8,2.7,41.0,5387.0,Giulio Maggiore,3-4-3,Francesco Fourneau,Match Report,,Spezia
2,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Away,L,1.0,6.0,Lazio,0.7,3.2,39.0,20000.0,Giulio Maggiore,3-4-3,Federico Dionisi,Match Report,,Spezia
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,L,0.0,1.0,Udinese,1.3,0.8,56.0,5162.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,Spezia
4,2021-09-19,15:00,Serie A,Matchweek 4,Sun,Away,W,2.0,1.0,Venezia,0.5,0.9,55.0,3688.0,Giulio Maggiore,4-3-3,Rosario Abisso,Match Report,,Spezia
5,2021-09-22,18:30,Serie A,Matchweek 5,Wed,Home,L,2.0,3.0,Juventus,0.7,2.3,41.0,5700.0,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Match Report,,Spezia
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Home,L,1.0,2.0,Milan,0.9,1.9,36.0,3618.0,Giulio Maggiore,4-1-4-1,Gianluca Manganiello,Match Report,,Spezia
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Away,L,0.0,4.0,Hellas Verona,1.4,0.4,55.0,8398.0,Emmanuel Gyasi,4-2-3-1,Giacomo Camplone,Match Report,,Spezia
8,2021-10-16,15:00,Serie A,Matchweek 8,Sat,Home,W,2.0,1.0,Salernitana,1.6,1.7,59.0,6023.0,Giulio Maggiore,4-2-3-1,Davide Massa,Match Report,,Spezia
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Away,L,1.0,2.0,Sampdoria,0.9,0.9,70.0,7493.0,Giulio Maggiore,4-2-3-1,Michael Fabbri,Match Report,,Spezia
10,2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,D,1.0,1.0,Genoa,2.0,1.2,47.0,7283.0,Giulio Maggiore,4-2-3-1,Simone Sozza,Match Report,,Spezia
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,L,0.0,3.0,Fiorentina,0.1,3.3,45.0,19511.0,Giulio Maggiore,4-2-3-1,Antonio Giua,Match Report,,Spezia
12,2021-11-06,15:00,Serie A,Matchweek 12,Sat,Home,W,1.0,0.0,Torino,0.6,0.9,41.0,6953.0,Giulio Maggiore,4-2-3-1,Daniele Orsato,Match Report,,Spezia
13,2021-11-20,15:00,Serie A,Matchweek 13,Sat,Away,L,2.0,5.0,Atalanta,1.0,2.5,50.0,10744.0,Giulio Maggiore,3-5-1-1,Rosario Abisso,Match Report,,Spezia
14,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,0.0,1.0,Bologna,1.1,2.4,43.0,6265.0,Giulio Maggiore,4-3-3,Luca Massimi,Match Report,,Spezia
15,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Away,L,0.0,2.0,Inter,0.4,2.8,37.0,30076.0,Emmanuel Gyasi,3-5-2,Davide Ghersini,Match Report,,Spezia
16,2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,D,2.0,2.0,Sassuolo,2.2,1.4,35.0,4987.0,Giulio Maggiore,3-5-2,Fabio Maresca,Match Report,,Spezia
17,2021-12-13,20:45,Serie A,Matchweek 17,Mon,Away,L,0.0,2.0,Roma,0.5,1.9,48.0,44844.0,Giulio Maggiore,3-5-2,Alessandro Prontera,Match Report,,Spezia
19,2021-12-19,15:00,Serie A,Matchweek 18,Sun,Home,D,1.0,1.0,Empoli,0.6,1.8,34.0,5414.0,Giulio Maggiore,3-5-2,Manuel Volpi,Match Report,,Spezia
20,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,1.0,0.0,Napoli,0.3,2.0,35.0,25000.0,Giulio Maggiore,3-5-2,Luca Massimi,Match Report,,Spezia
21,2022-01-06,14:30,Serie A,Matchweek 20,Thu,Home,L,1.0,2.0,Hellas Verona,0.9,1.9,40.0,3250.0,Giulio Maggiore,4-1-4-1,Maurizio Mariani,Match Report,,Spezia
22,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Away,W,1.0,0.0,Genoa,1.5,1.0,46.0,8000.0,Giulio Maggiore,4-3-3,Marco Guida,Match Report,,Spezia
23,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Away,W,2.0,1.0,Milan,1.4,2.5,40.0,5000.0,Giulio Maggiore,4-3-3,Marco Serra,Match Report,,Spezia
24,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Home,W,1.0,0.0,Sampdoria,0.4,0.4,40.0,5000.0,Emmanuel Gyasi,4-1-4-1,Gianluca Manganiello,Match Report,,Spezia
25,2022-02-07,20:45,Serie A,Matchweek 24,Mon,Away,D,2.0,2.0,Salernitana,1.9,0.4,44.0,10668.0,Giulio Maggiore,4-2-3-1,Paolo Valeri,Match Report,,Spezia
26,2022-02-14,20:45,Serie A,Matchweek 25,Mon,Home,L,1.0,2.0,Fiorentina,0.7,2.2,33.0,5400.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Match Report,,Spezia
27,2022-02-21,21:00,Serie A,Matchweek 26,Mon,Away,L,1.0,2.0,Bologna,0.5,1.9,39.0,12050.0,Giulio Maggiore,4-2-3-1,Livio Marinelli,Match Report,,Spezia
28,2022-02-27,18:05,Serie A,Matchweek 27,Sun,Home,L,0.0,1.0,Roma,0.3,3.5,36.0,8107.0,Simone Bastoni,4-3-3,Michael Fabbri,Match Report,,Spezia
29,2022-03-06,18:00,Serie A,Matchweek 28,Sun,Away,L,0.0,1.0,Juventus,0.7,1.5,44.0,26475.0,Giulio Maggiore,4-2-3-1,Francesco Fourneau,Match Report,,Spezia
30,2022-03-12,15:00,Serie A,Matchweek 29,Sat,Home,W,2.0,0.0,Cagliari,2.3,0.5,43.0,7180.0,Giulio Maggiore,4-3-3,Daniele Orsato,Match Report,,Spezia
31,2022-03-18,18:45,Serie A,Matchweek 30,Fri,Away,L,1.0,4.0,Sassuolo,0.5,2.0,42.0,6130.0,Giulio Maggiore,4-3-2-1,Manuel Volpi,Match Report,,Spezia
32,2022-04-02,15:00,Serie A,Matchweek 31,Sat,Home,W,1.0,0.0,Venezia,1.2,1.0,53.0,,Giulio Maggiore,4-3-3,Daniele Doveri,Match Report,,Spezia
33,2022-04-09,15:00,Serie A,Matchweek 32,Sat,Away,D,0.0,0.0,Empoli,0.7,1.0,43.0,,Giulio Maggiore,4-2-3-1,Giovanni Ayroldi,Match Report,,Spezia
34,2022-04-15,19:00,Serie A,Matchweek 33,Fri,Home,L,1.0,3.0,Inter,0.9,2.5,34.0,,Giulio Maggiore,4-2-3-1,Fabio Maresca,Match Report,,Spezia
35,2022-04-23,15:00,Serie A,Matchweek 34,Sat,Away,L,1.0,2.0,Torino,,,44.0,,Emmanuel Gyasi,5-4-1,Davide Ghersini,Match Report,,Spezia
36,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,Spezia
37,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Atalanta,,,,,,,,Head-to-Head,,Spezia
38,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,Spezia
39,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,Spezia
1,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Home,L,0.0,1.0,Milan,1.0,1.1,49.0,5000.0,Fabio Quagliarella,4-4-2,Marco Guida,Match Report,,Sampdoria
2,2021-08-29,18:30,Serie A,Matchweek 2,Sun,Away,D,0.0,0.0,Sassuolo,0.5,1.4,37.0,3309.0,Fabio Quagliarella,4-2-3-1,Juan Sacchi,Match Report,,Sampdoria
3,2021-09-12,12:30,Serie A,Matchweek 3,Sun,Home,D,2.0,2.0,Inter,1.2,0.7,52.0,7441.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,Sampdoria
4,2021-09-19,12:30,Serie A,Matchweek 4,Sun,Away,W,3.0,0.0,Empoli,1.8,1.6,47.0,3064.0,Fabio Quagliarella,4-4-2,Maurizio Mariani,Match Report,,Sampdoria
5,2021-09-23,18:30,Serie A,Matchweek 5,Thu,Home,L,0.0,4.0,Napoli,0.6,2.2,48.0,4596.0,Fabio Quagliarella,4-4-2,Paolo Valeri,Match Report,,Sampdoria
6,2021-09-26,12:30,Serie A,Matchweek 6,Sun,Away,L,2.0,3.0,Juventus,0.4,2.4,50.0,15381.0,Fabio Quagliarella,4-4-2,Giovanni Ayroldi,Match Report,,Sampdoria
7,2021-10-03,15:00,Serie A,Matchweek 7,Sun,Home,D,3.0,3.0,Udinese,1.6,2.7,54.0,4292.0,Fabio Quagliarella,4-4-2,Daniele Orsato,Match Report,,Sampdoria
8,2021-10-17,12:30,Serie A,Matchweek 8,Sun,Away,L,1.0,3.0,Cagliari,1.5,1.1,61.0,9923.0,Fabio Quagliarella,4-3-2-1,Matteo Marchetti,Match Report,,Sampdoria
9,2021-10-22,20:45,Serie A,Matchweek 9,Fri,Home,W,2.0,1.0,Spezia,0.9,0.9,30.0,7493.0,Bartosz Bereszyński,4-4-2,Michael Fabbri,Match Report,,Sampdoria
10,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Home,L,1.0,3.0,Atalanta,1.3,1.1,40.0,5462.0,Manolo Gabbiadini,4-3-3,Alessandro Prontera,Match Report,,Sampdoria
11,2021-10-30,20:45,Serie A,Matchweek 11,Sat,Away,L,0.0,3.0,Torino,0.2,2.1,37.0,13137.0,Fabio Quagliarella,3-5-2,Francesco Fourneau,Match Report,,Sampdoria
12,2021-11-07,15:00,Serie A,Matchweek 12,Sun,Home,L,1.0,2.0,Bologna,0.8,1.9,47.0,5694.0,Albin Ekdal,4-4-2,Gianluca Manganiello,Match Report,,Sampdoria
13,2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,2.0,0.0,Salernitana,0.9,1.3,45.0,11849.0,Fabio Quagliarella,4-4-2,Piero Giacomelli,Match Report,,Sampdoria
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Home,W,3.0,1.0,Hellas Verona,0.8,0.9,42.0,6813.0,Fabio Quagliarella,4-4-2,Lorenzo Maggioni,Match Report,,Sampdoria
15,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,1.0,3.0,Fiorentina,0.7,2.7,40.0,17913.0,Bartosz Bereszyński,4-4-2,Federico Dionisi,Match Report,,Sampdoria
16,2021-12-05,18:00,Serie A,Matchweek 16,Sun,Home,L,1.0,3.0,Lazio,1.4,1.2,48.0,5883.0,Fabio Quagliarella,4-4-2,Michael Fabbri,Match Report,,Sampdoria
17,2021-12-10,20:45,Serie A,Matchweek 17,Fri,Away,W,3.0,1.0,Genoa,1.4,1.0,46.0,,Albin Ekdal,4-4-2,Daniele Doveri,Match Report,,Sampdoria
19,2021-12-19,18:00,Serie A,Matchweek 18,Sun,Home,D,1.0,1.0,Venezia,1.4,1.4,50.0,5735.0,Albin Ekdal,4-4-2◆,Rosario Abisso,Match Report,,Sampdoria
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Away,D,1.0,1.0,Roma,1.5,1.5,46.0,49400.0,Albin Ekdal,4-4-2,Piero Giacomelli,Match Report,,Sampdoria
21,2022-01-06,12:30,Serie A,Matchweek 20,Thu,Home,L,1.0,2.0,Cagliari,0.6,2.4,49.0,3188.0,Albin Ekdal,4-4-2,Giacomo Camplone,Match Report,,Sampdoria
22,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Away,L,0.0,1.0,Napoli,0.4,1.5,31.0,9000.0,Fabio Quagliarella,4-4-2,Marco Di Bello,Match Report,,Sampdoria
23,2022-01-15,15:00,Serie A,Matchweek 22,Sat,Home,L,1.0,2.0,Torino,1.3,1.6,37.0,2549.0,Bartosz Bereszyński,4-2-3-1,Luca Massimi,Match Report,,Sampdoria
25,2022-01-23,15:00,Serie A,Matchweek 23,Sun,Away,L,0.0,1.0,Spezia,0.4,0.4,60.0,5000.0,Albin Ekdal,4-4-2◆,Gianluca Manganiello,Match Report,,Sampdoria
26,2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,W,4.0,0.0,Sassuolo,2.1,1.5,40.0,6232.0,Bartosz Bereszyński,4-4-2◆,Fabio Maresca,Match Report,,Sampdoria
27,2022-02-13,12:30,Serie A,Matchweek 25,Sun,Away,L,0.0,1.0,Milan,0.2,1.4,50.0,35710.0,Bartosz Bereszyński,4-4-1-1,Daniele Chiffi,Match Report,,Sampdoria
28,2022-02-19,15:00,Serie A,Matchweek 26,Sat,Home,W,2.0,0.0,Empoli,0.5,0.8,42.0,9069.0,Fabio Quagliarella,4-4-2◆,Antonio Rapuano,Match Report,,Sampdoria
29,2022-02-28,20:50,Serie A,Matchweek 27,Mon,Away,L,0.0,4.0,Atalanta,0.5,2.1,44.0,10245.0,Fabio Quagliarella,3-4-1-2,Simone Sozza,Match Report,,Sampdoria
30,2022-03-05,15:00,Serie A,Matchweek 28,Sat,Away,L,1.0,2.0,Udinese,0.7,1.9,57.0,12405.0,Fabio Quagliarella,4-4-2◆,Massimiliano Irrati,Match Report,,Sampdoria
31,2022-03-12,18:00,Serie A,Matchweek 29,Sat,Home,L,1.0,3.0,Juventus,1.7,1.1,49.0,16644.0,Fabio Quagliarella,4-4-2◆,Paolo Valeri,Match Report,,Sampdoria
32,2022-03-20,12:30,Serie A,Matchweek 30,Sun,Away,W,2.0,0.0,Venezia,1.6,1.2,53.0,7591.0,Albin Ekdal,4-4-2◆,Daniele Orsato,Match Report,,Sampdoria
33,2022-04-03,18:00,Serie A,Matchweek 31,Sun,Home,L,0.0,1.0,Roma,0.4,1.1,49.0,,Bartosz Bereszyński,4-4-2◆,Gianluca Manganiello,Match Report,,Sampdoria
34,2022-04-11,20:45,Serie A,Matchweek 32,Mon,Away,L,0.0,2.0,Bologna,0.6,2.6,47.0,,Bartosz Bereszyński,4-4-2◆,Luca Pairetto,Match Report,,Sampdoria
35,2022-04-16,14:30,Serie A,Matchweek 33,Sat,Home,L,1.0,2.0,Salernitana,0.8,0.3,67.0,,Fabio Quagliarella,4-4-2◆,Paolo Valeri,Match Report,,Sampdoria
36,2022-04-23,20:45,Serie A,Matchweek 34,Sat,Away,D,1.0,1.0,Hellas Verona,,,42.0,,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,Sampdoria
37,2022-05-01,,Serie A,Matchweek 35,Sun,Home,,,,Genoa,,,,,,,,Head-to-Head,,Sampdoria
38,2022-05-08,,Serie A,Matchweek 36,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,Sampdoria
39,2022-05-15,,Serie A,Matchweek 37,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,Sampdoria
40,2022-05-22,,Serie A,Matchweek 38,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,Sampdoria
1,2021-08-23,18:30,Serie A,Matchweek 1,Mon,Home,D,2.0,2.0,Spezia,2.7,0.8,59.0,5387.0,João Pedro,3-4-3,Francesco Fourneau,Match Report,,Cagliari
2,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Away,L,1.0,4.0,Milan,0.4,2.7,43.0,31946.0,João Pedro,3-5-2,Marco Serra,Match Report,,Cagliari
3,2021-09-12,15:00,Serie A,Matchweek 3,Sun,Home,L,2.0,3.0,Genoa,1.4,1.1,53.0,6423.0,João Pedro,3-5-2,Luca Pairetto,Match Report,,Cagliari
4,2021-09-19,18:00,Serie A,Matchweek 4,Sun,Away,D,2.0,2.0,Lazio,1.8,2.1,28.0,20000.0,João Pedro,4-4-2,Davide Ghersini,Match Report,,Cagliari
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,L,0.0,2.0,Empoli,1.1,1.1,49.0,7226.0,João Pedro,3-5-2,Marco Di Bello,Match Report,,Cagliari
6,2021-09-26,20:45,Serie A,Matchweek 6,Sun,Away,L,0.0,2.0,Napoli,0.2,1.8,33.0,20000.0,João Pedro,4-2-3-1,Marco Piccinini,Match Report,,Cagliari
7,2021-10-01,20:45,Serie A,Matchweek 7,Fri,Home,D,1.0,1.0,Venezia,0.4,1.1,42.0,8135.0,João Pedro,3-5-2,Manuel Volpi,Match Report,,Cagliari
8,2021-10-17,12:30,Serie A,Matchweek 8,Sun,Home,W,3.0,1.0,Sampdoria,1.1,1.5,39.0,9923.0,João Pedro,4-4-2,Matteo Marchetti,Match Report,,Cagliari
9,2021-10-24,15:00,Serie A,Matchweek 9,Sun,Away,L,0.0,3.0,Fiorentina,0.2,3.1,35.0,20290.0,João Pedro,4-4-2,Antonio Rapuano,Match Report,,Cagliari
10,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Home,L,1.0,2.0,Roma,1.1,2.4,42.0,8547.0,João Pedro,3-5-2,Ivan Pezzuto,Match Report,,Cagliari
11,2021-11-01,20:45,Serie A,Matchweek 11,Mon,Away,L,0.0,2.0,Bologna,0.4,1.0,43.0,10126.0,João Pedro,3-5-2,Davide Massa,Match Report,,Cagliari
12,2021-11-06,20:45,Serie A,Matchweek 12,Sat,Home,L,1.0,2.0,Atalanta,0.9,2.8,38.0,6976.0,João Pedro,4-4-2,Marco Piccinini,Match Report,,Cagliari
13,2021-11-21,12:30,Serie A,Matchweek 13,Sun,Away,D,2.0,2.0,Sassuolo,1.5,3.2,42.0,4135.0,João Pedro,4-2-3-1,Niccolò Baroni,Match Report,,Cagliari
14,2021-11-26,20:45,Serie A,Matchweek 14,Fri,Home,D,1.0,1.0,Salernitana,1.6,0.4,57.0,9700.0,João Pedro,3-5-2,Daniele Doveri,Match Report,,Cagliari
15,2021-11-30,20:45,Serie A,Matchweek 15,Tue,Away,D,0.0,0.0,Hellas Verona,0.6,1.8,32.0,12188.0,Luca Ceppitelli,3-5-2,Matteo Marcenaro,Match Report,,Cagliari
16,2021-12-06,20:45,Serie A,Matchweek 16,Mon,Home,D,1.0,1.0,Torino,1.2,1.4,52.0,8799.0,João Pedro,3-5-2,Luca Massimi,Match Report,,Cagliari
17,2021-12-12,20:45,Serie A,Matchweek 17,Sun,Away,L,0.0,4.0,Inter,0.2,3.0,25.0,33712.0,João Pedro,3-5-2,Matteo Marchetti,Match Report,,Cagliari
19,2021-12-18,20:45,Serie A,Matchweek 18,Sat,Home,L,0.0,4.0,Udinese,0.4,0.6,55.0,7864.0,João Pedro,3-5-2,Fabio Maresca,Match Report,,Cagliari
20,2021-12-21,20:45,Serie A,Matchweek 19,Tue,Away,L,0.0,2.0,Juventus,1.3,1.0,37.0,11197.0,João Pedro,3-5-2,Federico Dionisi,Match Report,,Cagliari
21,2022-01-06,12:30,Serie A,Matchweek 20,Thu,Away,W,2.0,1.0,Sampdoria,2.4,0.6,51.0,3188.0,João Pedro,3-5-2,Giacomo Camplone,Match Report,,Cagliari
22,2022-01-11,20:45,Serie A,Matchweek 21,Tue,Home,W,2.0,1.0,Bologna,1.6,0.6,53.0,5583.0,João Pedro,3-5-2,Davide Ghersini,Match Report,,Cagliari
23,2022-01-16,18:00,Serie A,Matchweek 22,Sun,Away,L,0.0,1.0,Roma,0.6,1.9,44.0,5000.0,João Pedro,3-4-1-2,Lorenzo Maggioni,Match Report,,Cagliari
25,2022-01-23,12:30,Serie A,Matchweek 23,Sun,Home,D,1.0,1.0,Fiorentina,1.4,1.9,41.0,5000.0,João Pedro,3-5-2,Gianluca Aureliano,Match Report,,Cagliari
26,2022-02-06,12:30,Serie A,Matchweek 24,Sun,Away,W,2.0,1.0,Atalanta,1.1,1.1,39.0,7868.0,Alessio Cragno,3-5-2,Alessandro Prontera,Match Report,,Cagliari
